,_id,ltable_id,rtable_id,ltable_Country,ltable_Industry,ltable_MarketValue,ltable_Name,rtable_Name,rtable_Country,rtable_Sector,rtable_Industry,rtable_MarketValue
15098,15098,1470,1625,United States,Financial Data Services,20564,Fidelity National Information Services,Fidelity Nasdaq Composite Index Tracking Stock,United States,n/a,n/a,768.405
15099,15099,1168,1625,United States,Diversified Financials,-,Fidelity Investments,Fidelity Nasdaq Composite Index Tracking Stock,United States,n/a,n/a,768.405
15112,15112,1168,1626,United States,Diversified Financials,-,Fidelity Investments,"Fidelity National Financial, Inc.",United States,Finance,Specialty Insurers,13186.242740000002
15118,15118,2537,1626,United States,Property & Casualty Insurance,9100,Fidelity National Financial,"Fidelity National Financial, Inc.",United States,Finance,Specialty Insurers,13186.242740000002
15123,15123,755,1626,United States,Business & Personal Services,21300,Fidelity National Information,"Fidelity National Financial, Inc.",United States,Finance,Specialty Insurers,13186.242740000002
15130,15130,1470,1626,United States,Financial Data Services,20564,Fidelity National Information Services,"Fidelity National Financial, Inc.",United States,Finance,Specialty Insurers,13186.242740000002
15145,15145,1168,1627,United States,Diversified Financials,-,Fidelity Investments,"Fidelity National Financial, Inc.",United States,Finance,Specialty Insurers,4486.844279999999
15151,15151,2537,1627,United States,Property & Casualty Insurance,9100,Fidelity National Financial,"Fidelity National Financial, Inc.",United States,Finance,Specialty Insurers,4486.844279999999
15156,15156,755,1627,United States,Business & Personal Services,21300,Fidelity National Information,"Fidelity National Financial, Inc.",United States,Finance,Specialty Insurers,4486.844279999999
15163,15163,1470,1627,United States,Financial Data Services,20564,Fidelity National Information Services,"Fidelity National Financial, Inc.",United States,Finance,Specialty Insurers,4486.844279999999
15191,15191,1470,1628,United States,Financial Data Services,20564,Fidelity National Information Services,"Fidelity National Information Services, Inc.",United States,Miscellaneous,Business Services,26177.50421
15207,15207,1168,1628,United States,Diversified Financials,-,Fidelity Investments,"Fidelity National Information Services, Inc.",United States,Miscellaneous,Business Services,26177.50421
15215,15215,2537,1628,United States,Property & Casualty Insurance,9100,Fidelity National Financial,"Fidelity National Information Services, Inc.",United States,Miscellaneous,Business Services,26177.50421
15220,15220,755,1628,United States,Business & Personal Services,21300,Fidelity National Information,"Fidelity National Information Services, Inc.",United States,Miscellaneous,Business Services,26177.50421
15228,15228,755,1629,United States,Business & Personal Services,21300,Fidelity National Information,Fidelity Southern Corporation,United States,Finance,Major Banks,590.0837481000001
15232,15232,2537,1629,United States,Property & Casualty Insurance,9100,Fidelity National Financial,Fidelity Southern Corporation,United States,Finance,Major Banks,590.0837481000001
15236,15236,1470,1629,United States,Financial Data Services,20564,Fidelity National Information Services,Fidelity Southern Corporation,United States,Finance,Major Banks,590.0837481000001
15237,15237,1168,1629,United States,Diversified Financials,-,Fidelity Investments,Fidelity Southern Corporation,United States,Finance,Major Banks,590.0837481000001
15270,15270,132,1634,United States, Banks,14600,Fifth Third Bancorp,Fifth Street Asset Management Inc.,United States,Finance,Investment Managers,226.87166319999997
15278,15278,132,1635,United States, Banks,14600,Fifth Third Bancorp,Fifth Street Finance Corp.,United States,n/a,n/a,649.8286011
15284,15284,132,1636,United States, Banks,14600,Fifth Third Bancorp,Fifth Street Senior Floating Rate Corp.,United States,n/a,n/a,260.1915614
15288,15288,132,1637,United States, Banks,14600,Fifth Third Bancorp,Fifth Third Bancorp,United States,Finance,Major Banks,19065.785519999998
15289,15289,132,1638,United States, Banks,14600,Fifth Third Bancorp,Fifth Third Bancorp,United States,Finance,Major Banks,512.64
15310,15310,1877,1645,United States,Insurance: Property and Casualty (Stock),4164,First American Financial,First American Corporation (The),United States,Finance,Specialty Insurers,4319.500618
15435,15435,133,1653,United States, Banks,3100,First Citizens BancShares,"First Citizens BancShares, Inc.",United States,Finance,Major Banks,4038.138369
15529,15529,1471,1659,United States,Financial Data Services,11669,First Data,First Data Corporation,United States,Miscellaneous,Business Services,14224.31413
15825,15825,1428,1680,United States,Energy,6968,First Solar,"First Solar, Inc.",United States,Technology,Semiconductors,2819.6111260000002
15829,15829,1384,1680,United States,Electronics,6300,"First Solar,","First Solar, Inc.",United States,Technology,Semiconductors,2819.6111260000002
15835,15835,1428,1681,United States,Energy,6968,First Solar,First South Bancorp Inc,United States,Finance,Major Banks,115.90289140000002
15839,15839,1384,1681,United States,Electronics,6300,"First Solar,",First South Bancorp Inc,United States,Finance,Major Banks,115.90289140000002
17269,17269,1314,1736,United States,Electric Utilities,14600,FirstEnergy,FirstEnergy Corporation,United States,Public Utilities,Electric Utilities: Central,14079.638280000001
17270,17270,2798,1738,United States,Software & Programming,21900,Fiserv,"Fiserv, Inc.",United States,Technology,EDP Services,24741.369069999997
17305,17305,756,1750,United States,Business & Personal Services,14300,FleetCor Technologies,"FleetCor Technologies, Inc.",United States,Miscellaneous,Business Services,13915.27143
17451,17451,1493,1765,United States,Food Consumer Products,3919,Flowers Foods,"Flowers Foods, Inc.",United States,Consumer Non-Durables,Packaged Foods,4054.826776
17469,17469,1809,1766,United States,Industrial Machinery,5776,Flowserve,Flowserve Corporation,United States,Capital Goods,Fluid Controls,6319.797815999999
17470,17470,1034,1768,United States,Construction Services,7600,Fluor,Fluor Corporation,United States,Basic Industries,Military/Government/Technical,7352.944944
17471,17471,835,1770,United States,Chemicals,5399,FMC,FMC Corporation,United States,Basic Industries,Major Chemicals,9312.991702
17472,17472,2372,1770,United States,Oil Services & Equipment,6700,FMC Technologies,FMC Corporation,United States,Basic Industries,Major Chemicals,9312.991702
17484,17484,584,1773,United States,Apparel/Footwear Retail,8200,Foot Locker,"Foot Locker, Inc.",United States,Consumer Services,Clothing/Shoe/Accessory Stores,9817.541553000001
17493,17493,600,1774,United States,Auto & Truck Manufacturers,54200,Ford Motor,Ford Motor Company,United States,Capital Goods,Auto Manufacturing,46260.81905
17529,17529,1716,1785,United States,"Home Equipment, Furnishings",8551,Fortune Brands Home & Security,"Fortune Brands Home & Security, Inc.",United States,Basic Industries,Homebuilding,9340.743531
17585,17585,557,1789,United States,Apparel,2138,Fossil Group,"Fossil Group, Inc.",United States,Consumer Non-Durables,Consumer Specialties,842.3138382999999
17609,17609,1928,1795,United States,Investment Services,24100,Franklin Resources,Franklin Covey Company,United States,Consumer Services,Other Consumer Services,278.78621960000004
17612,17612,1928,1796,United States,Investment Services,24100,Franklin Resources,"Franklin Electric Co., Inc.",United States,Consumer Durables,Metal Fabrications,1995.8039350000001
17624,17624,1928,1797,United States,Investment Services,24100,Franklin Resources,"Franklin Financial Network, Inc.",United States,Finance,Major Banks,506.04252750000006
17628,17628,1928,1798,United States,Investment Services,24100,Franklin Resources,Franklin Limited Duration Income Trust,United States,n/a,n/a,320.74244619999996
17638,17638,1928,1799,United States,Investment Services,24100,Franklin Resources,"Franklin Resources, Inc.",United States,Finance,Investment Managers,23822.6379
17668,17668,1928,1800,United States,Investment Services,24100,Franklin Resources,Franklin Street Properties Corp.,United States,Consumer Services,Real Estate Investment Trusts,1301.7862220000002
17684,17684,1928,1801,United States,Investment Services,24100,Franklin Resources,Franklin Universal Trust,United States,n/a,n/a,175.67193909999997
17695,17695,2198,1803,United States,"Mining, Crude-Oil Production",12944,Freeport-McMoRan,"Freeport-McMoran, Inc.",United States,Basic Industries,Precious Metals,19310.27904
17708,17708,2697,1805,United States,Retailing,-,Fry's Electronics,"Frequency Electronics, Inc.",United States,Capital Goods,Electrical Products,95.93920518
17766,17766,2948,1809,United States,Telecommunications services,6600,Frontier Communications,Frontier Communications Corporation,United States,Public Utilities,Telecommunications Equipment,2520.872944
17902,17902,558,1825,United States,Apparel,2227,G-III Apparel Group,"G-III Apparel Group, LTD.",United States,Consumer Non-Durables,Apparel,1064.721785
18011,18011,2890,1838,United States,Specialty Stores,3400,GameStop,Gamestop Corporation,United States,Consumer Services,Electronics Distribution,2282.304803
18115,18115,585,1841,United States,Apparel/Footwear Retail,9500,Gap,"Gap, Inc. (The)",United States,Consumer Services,Clothing/Shoe/Accessory Stores,9712.198251
18128,18128,1827,1843,United States,Information Technology Services,7357,Gartner,"Gartner, Inc.",United States,Consumer Services,Other Consumer Services,8960.639901999999
18189,18189,1537,1854,United States,Food Processing,36000,General Mills,"General American Investors, Inc.",United States,n/a,n/a,912.1795637
18200,18200,602,1854,United States,Auto & Truck Manufacturers,49600,General Motors,"General American Investors, Inc.",United States,n/a,n/a,912.1795637
18207,18207,489,1854,United States,Aerospace & Defense,42900,General Dynamics,"General American Investors, Inc.",United States,n/a,n/a,912.1795637
18208,18208,938,1854,United States,Conglomerates,285600,General Electric,"General American Investors, Inc.",United States,n/a,n/a,912.1795637
18209,18209,1413,1854,United States,"Electronics, Electrical Equip.",599,General Cable,"General American Investors, Inc.",United States,n/a,n/a,912.1795637
18213,18213,2614,1854,United States,Real Estate,25200,General Growth Properties,"General American Investors, Inc.",United States,n/a,n/a,912.1795637
18221,18221,1537,1855,United States,Food Processing,36000,General Mills,General Cable Corporation,United States,Basic Industries,Telecommunications Equipment,889.8054453
18222,18222,1413,1855,United States,"Electronics, Electrical Equip.",599,General Cable,General Cable Corporation,United States,Basic Industries,Telecommunications Equipment,889.8054453
18224,18224,489,1855,United States,Aerospace & Defense,42900,General Dynamics,General Cable Corporation,United States,Basic Industries,Telecommunications Equipment,889.8054453
18225,18225,938,1855,United States,Conglomerates,285600,General Electric,General Cable Corporation,United States,Basic Industries,Telecommunications Equipment,889.8054453
18227,18227,2614,1855,United States,Real Estate,25200,General Growth Properties,General Cable Corporation,United States,Basic Industries,Telecommunications Equipment,889.8054453
18229,18229,602,1855,United States,Auto & Truck Manufacturers,49600,General Motors,General Cable Corporation,United States,Basic Industries,Telecommunications Equipment,889.8054453
18234,18234,1537,1856,United States,Food Processing,36000,General Mills,"General Communication, Inc.",United States,Public Utilities,Telecommunications Equipment,744.8383200000001
18236,18236,1413,1856,United States,"Electronics, Electrical Equip.",599,General Cable,"General Communication, Inc.",United States,Public Utilities,Telecommunications Equipment,744.8383200000001
18238,18238,489,1856,United States,Aerospace & Defense,42900,General Dynamics,"General Communication, Inc.",United States,Public Utilities,Telecommunications Equipment,744.8383200000001
18239,18239,938,1856,United States,Conglomerates,285600,General Electric,"General Communication, Inc.",United States,Public Utilities,Telecommunications Equipment,744.8383200000001
18241,18241,2614,1856,United States,Real Estate,25200,General Growth Properties,"General Communication, Inc.",United States,Public Utilities,Telecommunications Equipment,744.8383200000001
18243,18243,602,1856,United States,Auto & Truck Manufacturers,49600,General Motors,"General Communication, Inc.",United States,Public Utilities,Telecommunications Equipment,744.8383200000001
18248,18248,1537,1857,United States,Food Processing,36000,General Mills,General Dynamics Corporation,United States,Capital Goods,Marine Transportation,56790.99522999999
18249,18249,1413,1857,United States,"Electronics, Electrical Equip.",599,General Cable,General Dynamics Corporation,United States,Capital Goods,Marine Transportation,56790.99522999999
18252,18252,489,1857,United States,Aerospace & Defense,42900,General Dynamics,General Dynamics Corporation,United States,Capital Goods,Marine Transportation,56790.99522999999
