PreviousRank,CurrentRank,CompanyName,Industry,Revenues($M),Assets($M),CEO,Profits,YearsOnFortune500,HQLocation,RevChange,ProfitChange,Sector,BrandIndex,Employees,MktValue_03/31/16,intro
260,238,Bed Bath & Beyond,Specialty Retailers: Other,"$11,881","$6,759",Steven H. Temares,$958,13,"Union, NJ",3.3%,-6.3%,Retailing,A+,"60,000","$8,121","The retail store chain includes the brands Bed Bath & Beyond, Christmas Tree Shops, Harmon and Harmon Face Values and buybuy Baby."
240,239,CSX,Railroads,"$11,811","$35,039",Michael J. Ward,"$1,968",22,"Jacksonville, FL",-6.8%,2.1%,Transportation,B,"29,761","$24,651","The company provides rail-based transportation services to clients across the U.S., maintaining about 21,000 miles of railroad track."
245,240,Toys “R” Us,Specialty Retailers: Other,"$11,802","$6,968",David A. Brandon,$-130,22,"Wayne, NJ",-4.5%,-,Retailing,A,"62,000",-,"The toy retailer operates more than 1,110 Toys “R” Us and Babies “R” Us stores globally."
209,241,Las Vegas Sands,"Hotels, Casinos, Resorts","$11,689","$20,987",Sheldon G. Adelson,"$1,966",7,"Las Vegas, NV",-19.9%,-30.8%,"Hotels, Resturants & Leisure",C+,"46,500","$41,070","The Las Vegas-located company owns and operates luxury resorts in Macau, Singapore, Las Vegas, and Bethlehem, PA."
244,242,Leucadia National,Food Production,"$11,684","$46,340",Richard B. Handler,$284,4,"New York, NY",-5.8%,36.1%,"Food, Beverages & Tobacco",C-,"13,300","$5,858","The holding company’s diverse subsidiaries include financial service companies Jefferies and HomeFed, beef processor National Beef, Juneau Energy, gold and silver mine Golden Queen, and others."
243,243,Dominion Resources,Utilities: Gas and Electric,"$11,683","$58,797",Thomas F. Farrell II,"$1,899",22,"Richmond, VA",-6.1%,45.0%,Energy,C-,"14,700","$44,826",The energy company stores and supplies electricity and natural gas to customers in the Eastern United States.
176,244,United States Steel,Metals,"$11,574","$9,190",Mario Longhi,"$-1,642",14,"Pittsburgh, PA",-33.9%,"-1,709.8%",Materials,B+,"33,200","$2,350",The steel producer is based in Pittsburgh and has operations throughout the U.S. and in the Slovak Republic.
252,245,L-3 Communications,Aerospace and Defense,"$11,554","$12,085",Michael T. Strianese,$-240,14,"New York, NY",-4.7%,-136.1%,Aerospace & Defense,C-,"38,000","$9,186","The defense contractor provides products and systems for national security to the U.S. military, allies and corporations."
226,246,Edison International,Utilities: Gas and Electric,"$11,524","$50,310",Pedro J. Pizarro,"$1,020",22,"Rosemead, CA",-14.1%,-36.7%,Energy,B-,"12,768","$23,423",The electric company generates and distributes power to Southern California.
241,247,Entergy,Utilities: Gas and Electric,"$11,513","$44,648",Leo P. Denault,$-177,22,"New Orleans, LA",-7.9%,-118.8%,Energy,C-,"13,579","$14,219","The energy company produces and distributes electricity across portions of Arkansas, Louisiana, Texas and Mississippi."
251,248,ADP,Diversified Outsourcing Services,"$11,477","$33,111",Carlos A. Rodriguez,"$1,453",22,"Roseland, NJ",-6.1%,-4.2%,Business Services,B-,"55,000","$41,038",ADP provides HR solutions including electronic payroll systems and benefits management for businesses.
265,249,First Data,Financial Data Services,"$11,451","$34,362",Frank J. Bisignano,"$-1,481",22,"Atlanta, GA",2.7%,-,Business Services,D+,"24,000","$11,669",The global payment technology solutions company processes and secures credit and debit card transactions.
267,250,BlackRock,Securities,"$11,401","$225,261",Laurence D. Fink,"$3,345",9,"New York, NY",2.9%,1.5%,Financials,C-,"13,000","$56,356","The financial services company provides investment and risk management services to clients including endowments, pension funds, insurance companies and other investors."
293,251,WestRock,"Packaging, Containers","$11,381","$25,357",Steven C. Voorhees,$507,5,"Richmond, VA",15.0%,5.7%,Materials,F,"41,400","$9,908",The Georgia-based company formerly known as RockTenn merged with MeadWestvaco last year and manufactures paper and corrugated and consumer packaging.
268,252,Voya Financial,Diversified Financials,"$11,341","$218,250",Rodney O. Martin Jr.,$408,2,"New York, NY",2.4%,-82.2%,Financials,B,"7,000","$6,200","The financial services company offers retirement savings plans, investment management, and life and employee benefit insurance to corporations and individuals."
266,253,Sherwin-Williams,Chemicals,"$11,339","$5,792",John G. Morikis,"$1,054",22,"Cleveland, OH",1.9%,21.7%,Chemicals,A+,"40,706","$26,267","The paint company develops, manufactures and distributes paint and related products to individual customers and companies."
280,254,Hilton Worldwide Holdings,"Hotels, Casinos, Resorts","$11,272","$25,716",Christopher J. Nassetta,"$1,404",13,"McLean, VA",7.3%,108.6%,"Hotels, Resturants & Leisure",B,"164,000","$22,289","The hospitality company owns, leases, manages and franchises hotels through its subsidiaries, with brands like Hilton Hotels & Resorts, and Hampton Inn."
258,255,R.R. Donnelley & Sons,"Publishing, Printing","$11,257","$7,279",Daniel L. Knotts,$151,22,"Chicago, IL",-3.0%,28.7%,Media,C+,"68,400","$3,424","The company provides printing, digital and supply chain solutions, creating products like retail inserts, directories, and financial printing."
261,256,Stanley Black & Decker,"Home Equipment, Furnishings","$11,211","$15,172",James M. Loree,$884,9,"New Britain, CT",-2.1%,16.1%,Household Products,A+,"51,250","$15,771",The manufacturer produces industrial tools and household and security hardware.
255,257,Xcel Energy,Utilities: Gas and Electric,"$11,025","$39,054",Benjamin G.S. Fowke III,$985,20,"Minneapolis, MN",-5.7%,-3.6%,Energy,B-,"11,644","$21,226","The energy company generates and distributes electricity to customers in Colorado, Michigan, Minnesota, New Mexico, North Dakota, Texas, South Dakota and Wisconsin. It also distributes natural gas to some of those states."
202,258,Murphy USA,Specialty Retailers: Other,"$10,885","$1,886",R. Andrew Clyde,$176,3,"El Dorado, AR",-28.8%,-27.7%,Retailing,B,"7,100","$2,457","The company owns gas stations and convenience stores across the Southeast, usually placed adjacent to the stores owned by its partner, Wal-Mart."
321,259,CBRE Group,Real estate,"$10,856","$11,018",Robert E. Sulentic,$547,9,"Los Angeles, CA",20.0%,12.9%,Financials,C,"70,000","$9,633",The world’s largest commercial real estate investment manager oversees commercial properties in more than 66 countries.
354,260,D.R. Horton,Homebuilders,"$10,824","$11,151",David V. Auld,$751,14,"Fort Worth, TX",34.9%,40.7%,Engineering & Construction,C,"6,230","$11,178","The largest homebuilder in the U.S. is headquartered in Fort Worth, Texas, and has operations in 27 states."
271,261,Estee Lauder,Household and Personal Products,"$10,780","$8,239",Fabrizio Freda,"$1,089",21,"New York, NY",-1.7%,-9.6%,Household Products,B+,"44,000","$34,760","The personal care product manufacturer sells products under brands including: Estee Lauder, Clinique, Bobbi Brown, Prescriptives, Origins, Michael Kors, and Coach."
249,262,Praxair,Chemicals,"$10,776","$18,319",Stephen F. Angel,"$1,547",22,"Danbury, CT",-12.2%,-8.7%,Chemicals,B,"26,657","$32,649","The industrial gas supplies operates facilities that produce and distribute products like oxygen, helium, nitrogen and hydrogen."
298,263,Biogen,Pharmaceuticals,"$10,764","$19,505",Michel Vounatsos,"$3,547",7,"Cambridge, MA",10.9%,20.9%,Health Care,C-,"7,350","$56,925","The biotechnology company discovers and manufactures treatments for autoimmune disorders, neurodegenerative diseases and hemophilia."
278,264,State Street Corp.,Commercial Banks,"$10,760","$245,192",Joseph L. Hooley,"$1,980",21,"Boston, MA",0.9%,-2.1%,Financials,C+,"32,356","$23,409",The financial holding company provides investment servicing and management.
279,265,Unum Group,"Insurance: Life, Health (stock)","$10,731","$60,590",Richard P. McKenney,$867,21,"Chattanooga, TN",2.1%,109.7%,Financials,D,"9,400","$7,385","Underwriter of disability and life insurance policies is headquartered in Chattanooga, Tenn."
337,266,Reynolds American,Tobacco,"$10,675","$53,224",Debra A. Crew,"$3,253",17,"Winston-Salem, NC",26.0%,121.3%,"Food, Beverages & Tobacco",B+,"5,650","$71,852","The second largest tobacco company in the U.S. is the parent of R.J. Reynolds, American Snuff Company, Santa Fe Natural Tobacco, and Niconovum AB."
291,267,Group 1 Automotive,"Automotive Retailing, Services","$10,633","$4,415",Earl J. Hesterberg,$94,16,"Houston, TX",7.0%,1.1%,Retailing,C-,"12,886","$1,375","The auto company sells new and used cars and trucks, performs auto maintenance and repairs, and offers auto financing and insurance services."
287,268,Henry Schein,Wholesalers: Health Care,"$10,630","$6,505",Stanley M. Bergman,$479,13,"Melville, NY",2.5%,2.8%,Health Care,C-,"19,000","$14,146","The company makes products for the medical, dental and animal health industries such as lab equipment, pharmaceuticals, vaccines and surgical products. It also offers software and technological services for those industries."
256,270,Norfolk Southern,Railroads,"$10,511","$34,260",James A. Squires,"$1,556",22,"Norfolk, VA",-9.6%,-22.2%,Transportation,B,"30,456","$24,659","The transportation company ships coal and industrial products on its railroad, serving every major port on the East Coast."
273,271,Reinsurance Group of America,"Insurance: Life, Health (stock)","$10,418","$50,383",Anna Manning,$502,7,"Chesterfield, MO",-4.5%,-26.6%,Financials,D-,"2,201","$6,277",The insurance company provides life and health reinsurance products.
274,272,Public Service Enterprise Group,Utilities: Gas and Electric,"$10,415","$37,535",Ralph Izzo,"$1,679",22,"Newark, NJ",-4.3%,10.6%,Energy,C+,"13,025","$23,874","The energy company provides electricity and gas to portions of New Jersey and New York, and operates power plants across the Mid-Atlantic."
292,273,BB&T Corp.,Commercial Banks,"$10,346","$209,947",Kelly S. King,"$2,084",18,"Winston-Salem, NC",4.2%,-3.1%,Financials,C+,"37,200","$25,966","The financial services holding company operates almost 2,000 financial centers in the U.S., offering banking services, asset management, securities brokerage and mortgage and insurance services."
246,274,DTE Energy,Utilities: Gas and Electric,"$10,337","$28,737",Gerard M. Anderson,$727,22,"Detroit, MI",-16.0%,-19.7%,Energy,C-,"10,000","$16,271","The energy company generates, stores and distributes electricity and natural gas to customers throughout Michigan."
285,275,Assurant,Insurance: Property and Casualty (Stock),"$10,326","$30,043",Alan B. Colberg,$142,12,"New York, NY",-0.5%,-69.9%,Financials,C+,"14,861","$4,900","The insurance provider operates through mobile device protection, debt protection, as well as health, dental, life and homeowners’ insurance."
180,276,Global Partners,Wholesalers: Diversified,"$10,315","$2,664",Eric Slifka,$44,10,"Waltham, MA",-40.3%,-62.0%,Wholesalers,C-,"1,890",$459,"The Waltham, Mass.-based company distributes and markets gasoline to wholesalers and commercial retail customers across the Northeast U.S."
259,277,Huntsman,Chemicals,"$10,299","$9,820",Peter R. Huntsman,$93,11,"The Woodlands, TX",-11.0%,-71.2%,Chemicals,C-,"15,000","$3,168","The chemical manufacturer produces a range of chemicals for use in the medical, automotive, textile, and aerospace industries among others."
338,278,Becton Dickinson,Medical Products and Equipment,"$10,282","$26,820",Vincent A. Forlenza,$695,22,"Franklin Lakes, NJ",21.7%,-41.4%,Health Care,C+,"49,517","$32,158",The global medical tech company makes medical devices and instruments that are used by healthcare professionals and researchers.
270,279,Sempra Energy,Utilities: Gas and Electric,"$10,231","$41,150",Debra L. Reed,"$1,349",18,"San Diego, CA",-7.3%,16.2%,Energy,C-,"17,387","$25,931","The energy company operates electric and natural gas utilities in San Diego and Southern California, clean energy plants across the U.S., and energy distribution systems across the Americas."
307,280,AutoZone,Specialty Retailers: Other,"$10,187","$8,102",William C. Rhodes III,"$1,160",18,"Memphis, TN",7.5%,8.5%,Retailing,A+,"63,990","$23,788","AutoZone is an automotive parts retailer with more than 5,000 stores in the U.S, Mexico, and Brazil."
276,281,Navistar International,Motor Vehicles and Parts,"$10,140","$6,692",Troy A. Clarke,$-184,20,"Lisle, IL",-6.2%,-,Motor Vehicles & Parts,B-,"13,800","$1,022","The manufacturing company produces commercial and defense vehicles and engines, such as military and commercial trucks, concrete mixers and busses."
302,282,Precision Castparts,Aerospace and Defense,"$10,056","$19,428",Mark Donegan,"$1,530",9,"Portland, OR",4.3%,-13.9%,Aerospace & Defense,C+,"30,106",-,"Portland, Ore.-based Precision Castparts manufactures metal components and products for companies in the aerospace and defense industries."
303,283,Discover Financial Services,Commercial Banks,"$10,002","$86,936",David W. Nelms,"$2,297",8,"Riverwoods, IL",4.1%,-1.1%,Financials,B,"15,036","$21,091",The parent of the Discover and Diners Club cards is a direct banking and payment service company that offers consumer banking and lending.
263,284,Liberty Interactive,Internet Services and Retailing,"$9,989","$21,180",Gregory B. Maffei,$869,12,"Englewood, CO",-12.2%,61.8%,Technology,C-,"22,080","$12,308","Liberty Interactive owns interests in its subsidiaries, including Backcountry.com, Evite and CommerceHub, and other companies mostly related to video and digital commerce."
290,285,W.W. Grainger,Wholesalers: Diversified,"$9,973","$5,858",Donald G. MacPherson,$769,22,"Lake Forest, IL",0.1%,-4.1%,Wholesalers,C+,"25,100","$14,373","The supplier company distributes maintenance, repair and operating equipment to businesses."
185,286,Baxter International,Medical Products and Equipment,"$9,968","$20,975",Jose E. Almeida,$968,22,"Deerfield, IL",-41.3%,-61.2%,Health Care,C,"49,400","$22,601","The biotech healthcare company makes devices and pharmaceuticals that treat hemophilia, immune disorders, infectious diseases, and kidney disease."
300,287,Stryker,Medical Products and Equipment,"$9,946","$16,247",Kevin A. Lobo,"$1,439",14,"Kalamazoo, MI",2.8%,179.4%,Health Care,C,"27,000","$40,040","The medical technology company makes products used in orthopedics, surgery, and neurotechnology."
284,288,Air Products & Chemicals,Chemicals,"$9,895","$17,438",Seifi Ghasemi,"$1,278",22,"Allentown, PA",-5.3%,28.9%,Chemicals,C,"19,550","$31,064","Air Products & Chemicals produces specialty gases and chemicals for manufacturing customers, as well as gas-related equipment for the energy industry."
